GENERO,EDAD,PERSONAS_EN_CONDICION_DE_DISCAPACIDAD,HOMBRES_Y_MUJERES_CABEZA_DE_FAMILIA,ADULTO_MAYOR,GRUPOS_ETNICOS_AFRO_INDIGENA,TIPO_DE_SEGURIDAD_EN_SALUD,NIVEL_EDUCATIVO_QUE_TIENE_O_CURSA,CONDICION_OCUPACIONAL,BARRIO_O_VEREDA_DE_RESIDENCIA,ZONA_DE_RESIDENCIA,PUNTAJE_VULNERABILIDAD,NIVEL_VULNERABILIDAD,RANGO_EDAD
M,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,2,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,2,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,2,Bajo,16-25
M,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,2,Bajo,16-25
F,21,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN FERNANDO,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,2,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,EL RECREO,URBANO,2,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN MARCOS,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,
M,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,
F,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,
M,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,2,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,2,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,2,Bajo,
M,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,EL CARDAL,URBANO,0,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,
F,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,2,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,SAN JOAQUIN,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,2,Bajo,
M,20,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,2,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN JOAQUIN,URBANO,0,Bajo,16-25
F,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,0,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,0,Bajo,16-25
M,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,0,Bajo,
F,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
F,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,4,Alto,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,
M,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,DORADO I,URBANO,2,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,DORADO I,URBANO,2,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,DORADO I,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,DORADO I,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,DORADO I,URBANO,2,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CONSOTA-LUSTRABOTAS,URBANO,2,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,POBLADO II,URBANO,0,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAMARIA I SECTOR A,URBANO,0,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ROCIO ALTO,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAMARIA,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,VILLA VERDE,URBANO,0,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ROCIO ALTO,URBANO,0,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAMARIA I SECTOR B,URBANO,0,Bajo,
F,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,POBLADO II,URBANO,0,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,PANORAMA        1,URBANO,2,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,PANORAMA   2,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,EL PLUMON,URBANO,0,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,EL PLUMON,URBANO,0,Bajo,16-25
F,17,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,ESTUDIANTE,EL PLUMON ALTO,URBANO,1,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,PANORAMA   2,URBANO,0,Bajo,16-25
M,17,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,NACEDEROS,URBANO,3,Alto,16-25
M,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,NACEDEROS,URBANO,3,Alto,
M,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,ESTUDIANTE,EL PLUMON ALTO,URBANO,3,Alto,
F,17,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,ESTUDIANTE,EL PLUMON ALTO,URBANO,3,Alto,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,NACEDEROS,URBANO,2,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,HACIENDA CUBA,URBANO,2,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN FERNANDO,URBANO,2,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,EL PLUMON,URBANO,2,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,EL PLUMON,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,JARDIN II,URBANO,0,Bajo,
F,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LAS BRISAS SECTOR A,URBANO,3,Alto,
F,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LAS BRISAS,URBANO,1,Bajo,
M,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TOKIO I ETAPA,URBANO,3,Alto,
M,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,REMANSO,URBANO,3,Alto,
F,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,REMANSO,URBANO,3,Alto,
F,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,REMANSO,URBANO,3,Alto,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,EL DANUBIO,URBANO,0,Bajo,
F,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LAS BRISAS SECTOR A,URBANO,3,Alto,
M,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TOKIO I ETAPA,URBANO,3,Alto,
M,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,REMANSO,URBANO,3,Alto,
M,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,REMANSO,URBANO,3,Alto,
M,18,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,REMANSO,URBANO,3,Alto,16-25
F,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LAS BRISAS,URBANO,3,Alto,
F,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TOKIO I ETAPA,URBANO,3,Alto,
F,57,NO,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,AMA DE CASA,DORADO I,URBANO,5,Alto,56-65
F,49,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,AMA DE CASA,DORADO I,URBANO,4,Alto,46-55
F,45,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,AMA DE CASA,DORADO II,URBANO,2,Bajo,36-45
F,30,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),AMA DE CASA,DORADO I,URBANO,3,Alto,26-35
F,22,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,6- NORMALISTA,AMA DE CASA,EL DORADO,URBANO,2,Bajo,16-25
F,29,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),AMA DE CASA,DORADO I,URBANO,4,Alto,26-35
F,26,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,AMA DE CASA,EL DORADO,URBANO,6,Alto,26-35
F,37,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,DORADO II,URBANO,4,Alto,36-45
F,30,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,CONSOTA-LUSTRABOTAS,URBANO,4,Alto,26-35
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,16-25
M,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,16-25
F,59,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,3,Alto,56-65
F,69,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,3,Alto,66-85
F,59,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,3,Alto,56-65
F,42,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,2,Bajo,36-45
F,56,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,3,Alto,56-65
F,61,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,3,Alto,56-65
F,59,NO,SI,SI,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,4,Alto,56-65
M,44,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,2,Bajo,36-45
F,36,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,2,Bajo,36-45
F,40,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,2,Bajo,36-45
F,52,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,2,Bajo,46-55
M,61,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,3,Alto,56-65
F,43,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LOS 2500,URBANO,2,Bajo,36-45
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,VILLA CONSOTA,URBANO,2,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,2,Bajo,
